,Ticker,Attribute,Recent
1242,EIX,Market Cap (intraday) 5,24.89B
1243,EIX,Enterprise Value 3,54.29B
1244,EIX,Trailing P/E,32.28
1245,EIX,Forward P/E 1,13.83
1246,EIX,PEG Ratio (5 yr expected) 1,3.72
1247,EIX,Price/Sales (ttm),1.69
1248,EIX,Price/Book (mrq),1.83
1249,EIX,Enterprise Value/Revenue 3,3.69
1250,EIX,Enterprise Value/EBITDA 7,13.23
1251,EL,Market Cap (intraday) 5,125.70B
1252,EL,Enterprise Value 3,129.69B
1253,EL,Trailing P/E,42.33
1254,EL,Forward P/E 1,47.17
1255,EL,PEG Ratio (5 yr expected) 1,4.34
1256,EL,Price/Sales (ttm),7.55
1257,EL,Price/Book (mrq),20.67
1258,EL,Enterprise Value/Revenue 3,7.61
1259,EL,Enterprise Value/EBITDA 7,29.44
1260,EMN,Market Cap (intraday) 5,15.20B
1261,EMN,Enterprise Value 3,19.97B
1262,EMN,Trailing P/E,30.39
1263,EMN,Forward P/E 1,12.92
1264,EMN,PEG Ratio (5 yr expected) 1,1.36
1265,EMN,Price/Sales (ttm),1.56
1266,EMN,Price/Book (mrq),2.48
1267,EMN,Enterprise Value/Revenue 3,2.00
1268,EMN,Enterprise Value/EBITDA 7,14.87
1269,EMR,Market Cap (intraday) 5,56.20B
1270,EMR,Enterprise Value 3,60.92B
1271,EMR,Trailing P/E,24.73
1272,EMR,Forward P/E 1,19.27
1273,EMR,PEG Ratio (5 yr expected) 1,1.93
1274,EMR,Price/Sales (ttm),3.12
1275,EMR,Price/Book (mrq),5.69
1276,EMR,Enterprise Value/Revenue 3,3.34
1277,EMR,Enterprise Value/EBITDA 7,15.05
1278,ENPH,Market Cap (intraday) 5,33.80B
1279,ENPH,Enterprise Value 3,33.43B
1280,ENPH,Trailing P/E,215.95
1281,ENPH,Forward P/E 1,83.33
1282,ENPH,PEG Ratio (5 yr expected) 1,2.10
1283,ENPH,Price/Sales (ttm),29.24
1284,ENPH,Price/Book (mrq),52.17
1285,ENPH,Enterprise Value/Revenue 3,27.09
1286,ENPH,Enterprise Value/EBITDA 7,161.57
1287,ESS,Market Cap (intraday) 5,22.17B
1288,ESS,Enterprise Value 3,28.10B
1289,ESS,Trailing P/E,49.52
1290,ESS,Forward P/E 1,60.98
1291,ESS,PEG Ratio (5 yr expected) 1,4.66
1292,ESS,Price/Sales (ttm),15.50
1293,ESS,Price/Book (mrq),3.73
1294,ESS,Enterprise Value/Revenue 3,19.64
1295,ESS,Enterprise Value/EBITDA 7,23.33
1296,ETN,Market Cap (intraday) 5,68.79B
1297,ETN,Enterprise Value 3,77.53B
1298,ETN,Trailing P/E,33.51
1299,ETN,Forward P/E 1,23.47
1300,ETN,PEG Ratio (5 yr expected) 1,1.77
1301,ETN,Price/Sales (ttm),3.55
1302,ETN,Price/Book (mrq),4.31
1303,ETN,Enterprise Value/Revenue 3,3.97
1304,ETN,Enterprise Value/EBITDA 7,20.07
1305,ETR,Market Cap (intraday) 5,
1306,ETR,Enterprise Value 3,
1307,ETR,Trailing P/E,
1308,ETR,Forward P/E 1,
1309,ETR,PEG Ratio (5 yr expected) 1,
1310,ETR,Price/Sales (ttm),
1311,ETR,Price/Book (mrq),
1312,ETR,Enterprise Value/Revenue 3,
1313,ETR,Enterprise Value/EBITDA 7,
1314,ETSY,Market Cap (intraday) 5,35.44B
1315,ETSY,Enterprise Value 3,36.94B
1316,ETSY,Trailing P/E,82.21
1317,ETSY,Forward P/E 1,81.30
1318,ETSY,PEG Ratio (5 yr expected) 1,3.96
1319,ETSY,Price/Sales (ttm),18.19
1320,ETSY,Price/Book (mrq),66.41
1321,ETSY,Enterprise Value/Revenue 3,16.57
1322,ETSY,Enterprise Value/EBITDA 7,65.89
1323,EVRG,Market Cap (intraday) 5,15.18B
1324,EVRG,Enterprise Value 3,25.94B
1325,EVRG,Trailing P/E,17.28
1326,EVRG,Forward P/E 1,18.90
1327,EVRG,PEG Ratio (5 yr expected) 1,1.44
1328,EVRG,Price/Sales (ttm),2.73
1329,EVRG,Price/Book (mrq),1.63
1330,EVRG,Enterprise Value/Revenue 3,4.67
1331,EVRG,Enterprise Value/EBITDA 7,11.25
1332,EXC,Market Cap (intraday) 5,53.20B
1333,EXC,Enterprise Value 3,91.94B
1334,EXC,Trailing P/E,31.80
1335,EXC,Forward P/E 1,17.21
1336,EXC,PEG Ratio (5 yr expected) 1,8.19
1337,EXC,Price/Sales (ttm),1.53
1338,EXC,Price/Book (mrq),1.57
1339,EXC,Enterprise Value/Revenue 3,2.64
1340,EXC,Enterprise Value/EBITDA 7,7.52
1341,EXPD,Market Cap (intraday) 5,
1342,EXPD,Enterprise Value 3,
1343,EXPD,Trailing P/E,
1344,EXPD,Forward P/E 1,
1345,EXPD,PEG Ratio (5 yr expected) 1,
1346,EXPD,Price/Sales (ttm),
1347,EXPD,Price/Book (mrq),
1348,EXPD,Enterprise Value/Revenue 3,
1349,EXPD,Enterprise Value/EBITDA 7,
1350,EXPE,Market Cap (intraday) 5,26.75B
1351,EXPE,Enterprise Value 3,31.08B
1352,EXPE,Trailing P/E,14.99
1353,EXPE,Forward P/E 1,26.04
1354,EXPE,PEG Ratio (5 yr expected) 1,27.97
1355,EXPE,Price/Sales (ttm),3.58
1356,EXPE,Price/Book (mrq),16.69
1357,EXPE,Enterprise Value/Revenue 3,4.29
1358,EXPE,Enterprise Value/EBITDA 7,84.69
1359,F,Market Cap (intraday) 5,
1360,F,Enterprise Value 3,
1361,F,Trailing P/E,
1362,F,Forward P/E 1,
1363,F,PEG Ratio (5 yr expected) 1,
1364,F,Price/Sales (ttm),
1365,F,Price/Book (mrq),
1366,F,Enterprise Value/Revenue 3,
1367,F,Enterprise Value/EBITDA 7,
1368,FBHS,Market Cap (intraday) 5,
1369,FBHS,Enterprise Value 3,
1370,FBHS,Trailing P/E,
1371,FBHS,Forward P/E 1,
1372,FBHS,PEG Ratio (5 yr expected) 1,
1373,FBHS,Price/Sales (ttm),
1374,FBHS,Price/Book (mrq),
1375,FBHS,Enterprise Value/Revenue 3,
1376,FBHS,Enterprise Value/EBITDA 7,
1377,FCX,Market Cap (intraday) 5,56.76B
1378,FCX,Enterprise Value 3,58.75B
1379,FCX,Trailing P/E,14.58
1380,FCX,Forward P/E 1,14.71
1381,FCX,PEG Ratio (5 yr expected) 1,
1382,FCX,Price/Sales (ttm),2.70
1383,FCX,Price/Book (mrq),4.25
1384,FCX,Enterprise Value/Revenue 3,2.77
1385,FCX,Enterprise Value/EBITDA 7,6.06
1386,FDX,Market Cap (intraday) 5,65.46B
1387,FDX,Enterprise Value 3,94.94B
1388,FDX,Trailing P/E,13.09
1389,FDX,Forward P/E 1,12.11
1390,FDX,PEG Ratio (5 yr expected) 1,1.06
1391,FDX,Price/Sales (ttm),0.76
1392,FDX,Price/Book (mrq),2.69
1393,FDX,Enterprise Value/Revenue 3,1.10
1394,FDX,Enterprise Value/EBITDA 7,8.53
1395,FE,Market Cap (intraday) 5,21.18B
1396,FE,Enterprise Value 3,44.34B
1397,FE,Trailing P/E,20.81
1398,FE,Forward P/E 1,14.97
1399,FE,PEG Ratio (5 yr expected) 1,2.99
1400,FE,Price/Sales (ttm),1.92
1401,FE,Price/Book (mrq),2.83
1402,FE,Enterprise Value/Revenue 3,4.03
1403,FE,Enterprise Value/EBITDA 7,11.35
1404,FFIV,Market Cap (intraday) 5,13.85B
1405,FFIV,Enterprise Value 3,13.66B
1406,FFIV,Trailing P/E,42.37
1407,FFIV,Forward P/E 1,19.42
1408,FFIV,PEG Ratio (5 yr expected) 1,1.28
1409,FFIV,Price/Sales (ttm),5.39
1410,FFIV,Price/Book (mrq),5.87
1411,FFIV,Enterprise Value/Revenue 3,5.25
1412,FFIV,Enterprise Value/EBITDA 7,26.81
1413,FIS,Market Cap (intraday) 5,66.90B
1414,FIS,Enterprise Value 3,85.29B
1415,FIS,Trailing P/E,305.17
1416,FIS,Forward P/E 1,14.56
1417,FIS,PEG Ratio (5 yr expected) 1,1.16
1418,FIS,Price/Sales (ttm),5.08
1419,FIS,Price/Book (mrq),1.42
1420,FIS,Enterprise Value/Revenue 3,6.31
1421,FIS,Enterprise Value/EBITDA 7,18.28
1422,FISV,Market Cap (intraday) 5,63.45B
1423,FISV,Enterprise Value 3,83.51B
1424,FISV,Trailing P/E,51.46
1425,FISV,Forward P/E 1,15.48
1426,FISV,PEG Ratio (5 yr expected) 1,0.96
1427,FISV,Price/Sales (ttm),4.25
1428,FISV,Price/Book (mrq),2.08
1429,FISV,Enterprise Value/Revenue 3,5.29
1430,FISV,Enterprise Value/EBITDA 7,15.22
1431,FITB,Market Cap (intraday) 5,30.66B
1432,FITB,Enterprise Value 3,
1433,FITB,Trailing P/E,12.39
1434,FITB,Forward P/E 1,13.35
1435,FITB,PEG Ratio (5 yr expected) 1,0.91
1436,FITB,Price/Sales (ttm),4.37
1437,FITB,Price/Book (mrq),1.50
1438,FITB,Enterprise Value/Revenue 3,
1439,FITB,Enterprise Value/EBITDA 7,
1440,FLT,Market Cap (intraday) 5,18.37B
1441,FLT,Enterprise Value 3,22.79B
1442,FLT,Trailing P/E,23.37
1443,FLT,Forward P/E 1,14.88
1444,FLT,PEG Ratio (5 yr expected) 1,1.18
1445,FLT,Price/Sales (ttm),7.27
1446,FLT,Price/Book (mrq),5.78
1447,FLT,Enterprise Value/Revenue 3,8.60
1448,FLT,Enterprise Value/EBITDA 7,15.54
1449,FMC,Market Cap (intraday) 5,13.20B
1450,FMC,Enterprise Value 3,16.25B
1451,FMC,Trailing P/E,21.87
1452,FMC,Forward P/E 1,13.61
1453,FMC,PEG Ratio (5 yr expected) 1,1.34
1454,FMC,Price/Sales (ttm),2.83
1455,FMC,Price/Book (mrq),4.35
1456,FMC,Enterprise Value/Revenue 3,3.40
1457,FMC,Enterprise Value/EBITDA 7,15.27
1458,FOX,Market Cap (intraday) 5,21.60B
1459,FOX,Enterprise Value 3,24.66B
1460,FOX,Trailing P/E,12.16
1461,FOX,Forward P/E 1,12.80
1462,FOX,PEG Ratio (5 yr expected) 1,14.38
1463,FOX,Price/Sales (ttm),1.62
1464,FOX,Price/Book (mrq),1.81
1465,FOX,Enterprise Value/Revenue 3,1.86
1466,FOX,Enterprise Value/EBITDA 7,7.96
1467,FOXA,Market Cap (intraday) 5,21.60B
1468,FOXA,Enterprise Value 3,24.66B
1469,FOXA,Trailing P/E,13.09
1470,FOXA,Forward P/E 1,13.77
1471,FOXA,PEG Ratio (5 yr expected) 1,15.48
1472,FOXA,Price/Sales (ttm),1.74
1473,FOXA,Price/Book (mrq),1.95
1474,FOXA,Enterprise Value/Revenue 3,1.86
1475,FOXA,Enterprise Value/EBITDA 7,7.96
1476,FRC,Market Cap (intraday) 5,39.08B
1477,FRC,Enterprise Value 3,
1478,FRC,Trailing P/E,30.02
1479,FRC,Forward P/E 1,26.67
1480,FRC,PEG Ratio (5 yr expected) 1,1.52
1481,FRC,Price/Sales (ttm),8.28
1482,FRC,Price/Book (mrq),3.28
1483,FRC,Enterprise Value/Revenue 3,
1484,FRC,Enterprise Value/EBITDA 7,
1485,FRT,Market Cap (intraday) 5,10.24B
1486,FRT,Enterprise Value 3,14.54B
1487,FRT,Trailing P/E,43.47
1488,FRT,Forward P/E 1,54.35
1489,FRT,PEG Ratio (5 yr expected) 1,2.62
1490,FRT,Price/Sales (ttm),11.06
1491,FRT,Price/Book (mrq),4.45
1492,FRT,Enterprise Value/Revenue 3,15.86
1493,FRT,Enterprise Value/EBITDA 7,22.22
1494,FTNT,Market Cap (intraday) 5,
1495,FTNT,Enterprise Value 3,
1496,FTNT,Trailing P/E,
1497,FTNT,Forward P/E 1,
1498,FTNT,PEG Ratio (5 yr expected) 1,
1499,FTNT,Price/Sales (ttm),
1500,FTNT,Price/Book (mrq),
1501,FTNT,Enterprise Value/Revenue 3,
1502,FTNT,Enterprise Value/EBITDA 7,
1503,FTV,Market Cap (intraday) 5,27.98B
1504,FTV,Enterprise Value 3,30.13B
1505,FTV,Trailing P/E,16.29
1506,FTV,Forward P/E 1,25.91
1507,FTV,PEG Ratio (5 yr expected) 1,1.66
1508,FTV,Price/Sales (ttm),5.48
1509,FTV,Price/Book (mrq),3.00
1510,FTV,Enterprise Value/Revenue 3,5.79
1511,FTV,Enterprise Value/EBITDA 7,13.14
1512,GD,Market Cap (intraday) 5,55.93B
1513,GD,Enterprise Value 3,68.10B
1514,GD,Trailing P/E,17.21
1515,GD,Forward P/E 1,16.00
1516,GD,PEG Ratio (5 yr expected) 1,2.35
1517,GD,Price/Sales (ttm),1.47
1518,GD,Price/Book (mrq),3.56
1519,GD,Enterprise Value/Revenue 3,1.76
1520,GD,Enterprise Value/EBITDA 7,12.97
1521,GE,Market Cap (intraday) 5,107.44B
1522,GE,Enterprise Value 3,140.08B
1523,GE,Trailing P/E,74.12
1524,GE,Forward P/E 1,23.98
1525,GE,PEG Ratio (5 yr expected) 1,0.26
1526,GE,Price/Sales (ttm),1.37
1527,GE,Price/Book (mrq),2.87
1528,GE,Enterprise Value/Revenue 3,1.78
1529,GE,Enterprise Value/EBITDA 7,23.44
1530,GILD,Market Cap (intraday) 5,87.89B
1531,GILD,Enterprise Value 3,109.84B
1532,GILD,Trailing P/E,11.94
1533,GILD,Forward P/E 1,9.90
1534,GILD,PEG Ratio (5 yr expected) 1,0.52
1535,GILD,Price/Sales (ttm),3.23
1536,GILD,Price/Book (mrq),4.09
1537,GILD,Enterprise Value/Revenue 3,4.00
1538,GILD,Enterprise Value/EBITDA 7,8.93
1539,GL,Market Cap (intraday) 5,
1540,GL,Enterprise Value 3,
1541,GL,Trailing P/E,
1542,GL,Forward P/E 1,
1543,GL,PEG Ratio (5 yr expected) 1,
1544,GL,Price/Sales (ttm),
1545,GL,Price/Book (mrq),
1546,GL,Enterprise Value/Revenue 3,
1547,GL,Enterprise Value/EBITDA 7,
1548,GLW,Market Cap (intraday) 5,33.65B
1549,GLW,Enterprise Value 3,39.23B
1550,GLW,Trailing P/E,39.04
1551,GLW,Forward P/E 1,16.89
1552,GLW,PEG Ratio (5 yr expected) 1,0.95
1553,GLW,Price/Sales (ttm),2.36
1554,GLW,Price/Book (mrq),2.77
1555,GLW,Enterprise Value/Revenue 3,2.85
1556,GLW,Enterprise Value/EBITDA 7,9.94
1557,GNRC,Market Cap (intraday) 5,27.58B
1558,GNRC,Enterprise Value 3,28.30B
1559,GNRC,Trailing P/E,53.05
1560,GNRC,Forward P/E 1,37.17
1561,GNRC,PEG Ratio (5 yr expected) 1,2.05
1562,GNRC,Price/Sales (ttm),8.18
1563,GNRC,Price/Book (mrq),15.47
1564,GNRC,Enterprise Value/Revenue 3,8.25
1565,GNRC,Enterprise Value/EBITDA 7,35.30
1566,GOOG,Market Cap (intraday) 5,1.94T
1567,GOOG,Enterprise Value 3,1.83T
1568,GOOG,Trailing P/E,28.28
1569,GOOG,Forward P/E 1,26.81
1570,GOOG,PEG Ratio (5 yr expected) 1,0.87
1571,GOOG,Price/Sales (ttm),8.35
1572,GOOG,Price/Book (mrq),7.96
1573,GOOG,Enterprise Value/Revenue 3,7.65
1574,GOOG,Enterprise Value/EBITDA 7,18.66
1575,GOOGL,Market Cap (intraday) 5,
1576,GOOGL,Enterprise Value 3,
1577,GOOGL,Trailing P/E,
1578,GOOGL,Forward P/E 1,
1579,GOOGL,PEG Ratio (5 yr expected) 1,
1580,GOOGL,Price/Sales (ttm),
1581,GOOGL,Price/Book (mrq),
1582,GOOGL,Enterprise Value/Revenue 3,
1583,GOOGL,Enterprise Value/EBITDA 7,
1584,GPC,Market Cap (intraday) 5,19.42B
1585,GPC,Enterprise Value 3,21.72B
1586,GPC,Trailing P/E,24.22
1587,GPC,Forward P/E 1,19.53
1588,GPC,PEG Ratio (5 yr expected) 1,1.56
1589,GPC,Price/Sales (ttm),1.08
1590,GPC,Price/Book (mrq),6.10
1591,GPC,Enterprise Value/Revenue 3,1.19
1592,GPC,Enterprise Value/EBITDA 7,15.08
1593,GRMN,Market Cap (intraday) 5,27.46B
1594,GRMN,Enterprise Value 3,25.55B
1595,GRMN,Trailing P/E,24.37
1596,GRMN,Forward P/E 1,23.81
1597,GRMN,PEG Ratio (5 yr expected) 1,1.99
1598,GRMN,Price/Sales (ttm),5.57
1599,GRMN,Price/Book (mrq),4.69
1600,GRMN,Enterprise Value/Revenue 3,5.17
1601,GRMN,Enterprise Value/EBITDA 7,17.93
1602,HAL,Market Cap (intraday) 5,19.38B
1603,HAL,Enterprise Value 3,27.05B
1604,HAL,Trailing P/E,48.11
1605,HAL,Forward P/E 1,13.04
1606,HAL,PEG Ratio (5 yr expected) 1,0.40
1607,HAL,Price/Sales (ttm),1.35
1608,HAL,Price/Book (mrq),3.41
1609,HAL,Enterprise Value/Revenue 3,1.90
1610,HAL,Enterprise Value/EBITDA 7,13.57
1611,HCA,Market Cap (intraday) 5,71.85B
1612,HCA,Enterprise Value 3,104.86B
1613,HCA,Trailing P/E,11.80
1614,HCA,Forward P/E 1,12.35
1615,HCA,PEG Ratio (5 yr expected) 1,0.86
1616,HCA,Price/Sales (ttm),1.34
1617,HCA,Price/Book (mrq),
1618,HCA,Enterprise Value/Revenue 3,1.81
1619,HCA,Enterprise Value/EBITDA 7,7.68
1620,HOLX,Market Cap (intraday) 5,
1621,HOLX,Enterprise Value 3,
1622,HOLX,Trailing P/E,
1623,HOLX,Forward P/E 1,
1624,HOLX,PEG Ratio (5 yr expected) 1,
1625,HOLX,Price/Sales (ttm),
1626,HOLX,Price/Book (mrq),
1627,HOLX,Enterprise Value/Revenue 3,
1628,HOLX,Enterprise Value/EBITDA 7,
1629,HON,Market Cap (intraday) 5,
1630,HON,Enterprise Value 3,
1631,HON,Trailing P/E,
1632,HON,Forward P/E 1,
1633,HON,PEG Ratio (5 yr expected) 1,
1634,HON,Price/Sales (ttm),
1635,HON,Price/Book (mrq),
1636,HON,Enterprise Value/Revenue 3,
1637,HON,Enterprise Value/EBITDA 7,
1638,HPE,Market Cap (intraday) 5,19.37B
1639,HPE,Enterprise Value 3,30.30B
1640,HPE,Trailing P/E,18.99
1641,HPE,Forward P/E 1,7.29
1642,HPE,PEG Ratio (5 yr expected) 1,0.63
1643,HPE,Price/Sales (ttm),0.71
1644,HPE,Price/Book (mrq),1.14
1645,HPE,Enterprise Value/Revenue 3,1.10
1646,HPE,Enterprise Value/EBITDA 7,6.47
1647,HPQ,Market Cap (intraday) 5,
1648,HPQ,Enterprise Value 3,
1649,HPQ,Trailing P/E,
1650,HPQ,Forward P/E 1,
1651,HPQ,PEG Ratio (5 yr expected) 1,
1652,HPQ,Price/Sales (ttm),
1653,HPQ,Price/Book (mrq),
1654,HPQ,Enterprise Value/Revenue 3,
1655,HPQ,Enterprise Value/EBITDA 7,
1656,HRL,Market Cap (intraday) 5,23.30B
1657,HRL,Enterprise Value 3,26.31B
1658,HRL,Trailing P/E,27.18
1659,HRL,Forward P/E 1,22.37
1660,HRL,PEG Ratio (5 yr expected) 1,4.02
1661,HRL,Price/Sales (ttm),2.27
1662,HRL,Price/Book (mrq),3.43
1663,HRL,Enterprise Value/Revenue 3,2.54
1664,HRL,Enterprise Value/EBITDA 7,20.13
1665,HSIC,Market Cap (intraday) 5,10.53B
1666,HSIC,Enterprise Value 3,11.53B
1667,HSIC,Trailing P/E,17.29
1668,HSIC,Forward P/E 1,16.42
1669,HSIC,PEG Ratio (5 yr expected) 1,2.11
1670,HSIC,Price/Sales (ttm),0.88
1671,HSIC,Price/Book (mrq),3.04
1672,HSIC,Enterprise Value/Revenue 3,0.94
1673,HSIC,Enterprise Value/EBITDA 7,11.12
1674,HST,Market Cap (intraday) 5,12.46B
1675,HST,Enterprise Value 3,17.68B
1676,HST,Trailing P/E,87.08
1677,HST,Forward P/E 1,158.73
1678,HST,PEG Ratio (5 yr expected) 1,
1679,HST,Price/Sales (ttm),5.72
1680,HST,Price/Book (mrq),2.04
1681,HST,Enterprise Value/Revenue 3,8.19
1682,HST,Enterprise Value/EBITDA 7,44.53
1683,HSY,Market Cap (intraday) 5,37.28B
1684,HSY,Enterprise Value 3,41.31B
1685,HSY,Trailing P/E,26.27
1686,HSY,Forward P/E 1,24.57
1687,HSY,PEG Ratio (5 yr expected) 1,4.44
1688,HSY,Price/Sales (ttm),4.27
1689,HSY,Price/Book (mrq),14.75
1690,HSY,Enterprise Value/Revenue 3,4.68
1691,HSY,Enterprise Value/EBITDA 7,19.08
1692,HUM,Market Cap (intraday) 5,56.20B
1693,HUM,Enterprise Value 3,64.40B
1694,HUM,Trailing P/E,21.11
1695,HUM,Forward P/E 1,18.18
1696,HUM,PEG Ratio (5 yr expected) 1,1.37
1697,HUM,Price/Sales (ttm),0.70
1698,HUM,Price/Book (mrq),3.46
1699,HUM,Enterprise Value/Revenue 3,0.79
1700,HUM,Enterprise Value/EBITDA 7,
1701,HWM,Market Cap (intraday) 5,13.13B
1702,HWM,Enterprise Value 3,16.75B
1703,HWM,Trailing P/E,46.56
1704,HWM,Forward P/E 1,21.14
1705,HWM,PEG Ratio (5 yr expected) 1,0.80
1706,HWM,Price/Sales (ttm),2.73
1707,HWM,Price/Book (mrq),3.73
1708,HWM,Enterprise Value/Revenue 3,3.40
1709,HWM,Enterprise Value/EBITDA 7,18.04
1710,IBM,Market Cap (intraday) 5,104.74B
1711,IBM,Enterprise Value 3,155.66B
1712,IBM,Trailing P/E,22.55
1713,IBM,Forward P/E 1,10.07
1714,IBM,PEG Ratio (5 yr expected) 1,2.00
1715,IBM,Price/Sales (ttm),1.42
1716,IBM,Price/Book (mrq),4.71
1717,IBM,Enterprise Value/Revenue 3,2.09
1718,IBM,Enterprise Value/EBITDA 7,12.00
1719,ICE,Market Cap (intraday) 5,74.52B
1720,ICE,Enterprise Value 3,88.40B
1721,ICE,Trailing P/E,24.40
1722,ICE,Forward P/E 1,24.27
1723,ICE,PEG Ratio (5 yr expected) 1,2.71
1724,ICE,Price/Sales (ttm),8.23
1725,ICE,Price/Book (mrq),3.46
1726,ICE,Enterprise Value/Revenue 3,9.74
1727,ICE,Enterprise Value/EBITDA 7,15.48
1728,IDXX,Market Cap (intraday) 5,52.57B
1729,IDXX,Enterprise Value 3,53.39B
1730,IDXX,Trailing P/E,71.10
1731,IDXX,Forward P/E 1,68.97
1732,IDXX,PEG Ratio (5 yr expected) 1,6.14
1733,IDXX,Price/Sales (ttm),17.16
1734,IDXX,Price/Book (mrq),69.65
1735,IDXX,Enterprise Value/Revenue 3,17.03
1736,IDXX,Enterprise Value/EBITDA 7,52.35
1737,IEX,Market Cap (intraday) 5,17.97B
1738,IEX,Enterprise Value 3,18.47B
1739,IEX,Trailing P/E,41.98
1740,IEX,Forward P/E 1,33.67
1741,IEX,PEG Ratio (5 yr expected) 1,2.59
1742,IEX,Price/Sales (ttm),6.80
1743,IEX,Price/Book (mrq),6.59
1744,IEX,Enterprise Value/Revenue 3,6.93
1745,IEX,Enterprise Value/EBITDA 7,26.65
1746,IFF,Market Cap (intraday) 5,37.57B
1747,IFF,Enterprise Value 3,49.20B
1748,IFF,Trailing P/E,111.80
1749,IFF,Forward P/E 1,25.13
1750,IFF,PEG Ratio (5 yr expected) 1,0.75
1751,IFF,Price/Sales (ttm),3.09
1752,IFF,Price/Book (mrq),1.75
1753,IFF,Enterprise Value/Revenue 3,4.97
1754,IFF,Enterprise Value/EBITDA 7,32.57
1755,INCY,Market Cap (intraday) 5,14.10B
1756,INCY,Enterprise Value 3,11.85B
1757,INCY,Trailing P/E,26.37
1758,INCY,Forward P/E 1,15.95
1759,INCY,PEG Ratio (5 yr expected) 1,
1760,INCY,Price/Sales (ttm),4.85
1761,INCY,Price/Book (mrq),4.48
1762,INCY,Enterprise Value/Revenue 3,4.07
1763,INCY,Enterprise Value/EBITDA 7,17.53
1764,INFO,Market Cap (intraday) 5,51.14B
1765,INFO,Enterprise Value 3,56.01B
1766,INFO,Trailing P/E,82.73
1767,INFO,Forward P/E 1,36.23
1768,INFO,PEG Ratio (5 yr expected) 1,3.22
1769,INFO,Price/Sales (ttm),11.20
1770,INFO,Price/Book (mrq),5.74
1771,INFO,Enterprise Value/Revenue 3,12.21
1772,INFO,Enterprise Value/EBITDA 7,35.68
1773,INTC,Market Cap (intraday) 5,202.37B
1774,INTC,Enterprise Value 3,208.04B
1775,INTC,Trailing P/E,9.66
1776,INTC,Forward P/E 1,13.76
1777,INTC,PEG Ratio (5 yr expected) 1,2.75
1778,INTC,Price/Sales (ttm),2.60
1779,INTC,Price/Book (mrq),2.25
1780,INTC,Enterprise Value/Revenue 3,2.65
1781,INTC,Enterprise Value/EBITDA 7,5.73
1782,IPG,Market Cap (intraday) 5,13.59B
1783,IPG,Enterprise Value 3,16.36B
1784,IPG,Trailing P/E,19.50
1785,IPG,Forward P/E 1,14.41
1786,IPG,PEG Ratio (5 yr expected) 1,2.30
1787,IPG,Price/Sales (ttm),1.39
1788,IPG,Price/Book (mrq),4.28
1789,IPG,Enterprise Value/Revenue 3,1.66
1790,IPG,Enterprise Value/EBITDA 7,11.47
1791,IPGP,Market Cap (intraday) 5,8.76B
1792,IPGP,Enterprise Value 3,7.29B
1793,IPGP,Trailing P/E,33.76
1794,IPGP,Forward P/E 1,27.03
1795,IPGP,PEG Ratio (5 yr expected) 1,
1796,IPGP,Price/Sales (ttm),6.20
1797,IPGP,Price/Book (mrq),3.20
1798,IPGP,Enterprise Value/Revenue 3,5.08
1799,IPGP,Enterprise Value/EBITDA 7,16.52
1800,IQV,Market Cap (intraday) 5,
1801,IQV,Enterprise Value 3,
1802,IQV,Trailing P/E,
1803,IQV,Forward P/E 1,
1804,IQV,PEG Ratio (5 yr expected) 1,
1805,IQV,Price/Sales (ttm),
1806,IQV,Price/Book (mrq),
1807,IQV,Enterprise Value/Revenue 3,
1808,IQV,Enterprise Value/EBITDA 7,
1809,ISRG,Market Cap (intraday) 5,121.25B
1810,ISRG,Enterprise Value 3,117.12B
1811,ISRG,Trailing P/E,73.15
1812,ISRG,Forward P/E 1,59.88
1813,ISRG,PEG Ratio (5 yr expected) 1,18.73
1814,ISRG,Price/Sales (ttm),22.55
1815,ISRG,Price/Book (mrq),10.63
1816,ISRG,Enterprise Value/Revenue 3,21.34
1817,ISRG,Enterprise Value/EBITDA 7,55.89
1818,IT,Market Cap (intraday) 5,26.65B
1819,IT,Enterprise Value 3,29.08B
1820,IT,Trailing P/E,40.25
1821,IT,Forward P/E 1,32.15
1822,IT,PEG Ratio (5 yr expected) 1,
1823,IT,Price/Sales (ttm),6.26
1824,IT,Price/Book (mrq),79.66
1825,IT,Enterprise Value/Revenue 3,6.41
1826,IT,Enterprise Value/EBITDA 7,22.73
1827,JCI,Market Cap (intraday) 5,55.56B
1828,JCI,Enterprise Value 3,61.97B
1829,JCI,Trailing P/E,37.57
1830,JCI,Forward P/E 1,23.92
1831,JCI,PEG Ratio (5 yr expected) 1,1.71
1832,JCI,Price/Sales (ttm),2.40
1833,JCI,Price/Book (mrq),3.16
1834,JCI,Enterprise Value/Revenue 3,2.62
1835,JCI,Enterprise Value/EBITDA 7,16.85
1836,JNJ,Market Cap (intraday) 5,421.85B
1837,JNJ,Enterprise Value 3,424.77B
1838,JNJ,Trailing P/E,23.95
1839,JNJ,Forward P/E 1,15.38
1840,JNJ,PEG Ratio (5 yr expected) 1,1.57
1841,JNJ,Price/Sales (ttm),4.68
1842,JNJ,Price/Book (mrq),6.00
1843,JNJ,Enterprise Value/Revenue 3,4.65
1844,JNJ,Enterprise Value/EBITDA 7,15.57
1845,JPM,Market Cap (intraday) 5,493.41B
1846,JPM,Enterprise Value 3,
1847,JPM,Trailing P/E,10.56
1848,JPM,Forward P/E 1,14.04
